workload,frame,frame_ms,gc_bytes,gpu_ms,RR.UI,RR.Streaming,RR.IndustryTick,RR.MachineViews,RR.WeatherViews,RR.TorchRefresh,RR.PassiveTick,RR.HostileTick,RR.SurvivalTick,alloc_RR.UI,alloc_RR.Streaming,alloc_RR.IndustryTick,alloc_RR.MachineViews,alloc_RR.WeatherViews,alloc_RR.TorchRefresh,alloc_RR.PassiveTick,alloc_RR.HostileTick,alloc_RR.SurvivalTick,machine_views_created,crate_views_created,timing_timestamp,cpu_main_ms,cpu_render_ms,present_wait_ms,draw_calls,batches,set_pass,srp_draw_calls,shadow_casters
stress-five-minute-soak,806,85.8946,-1,83.9183,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276793723331,4.3909,3.3204,45.8680,-1,-1,163,7048,2225
stress-five-minute-soak,807,83.3809,-1,85.4328,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276794226038,11.2451,4.5696,72.8371,-1,-1,163,7045,2226
stress-five-minute-soak,808,48.0355,-1,82.6962,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276795066954,16.6746,3.9933,68.0533,-1,-1,163,7049,2226
stress-five-minute-soak,839,51.8946,-1,14.2392,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276801522083,12.5102,4.3063,5.0429,-1,-1,163,7049,2226
stress-five-minute-soak,840,79.9669,-1,51.2051,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276801697738,5.4176,3.4322,12.4895,-1,-1,163,7049,2226
stress-five-minute-soak,841,79.7815,-1,80.1219,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276801876919,5.3614,3.8032,8.8246,-1,-1,163,7049,2226
stress-five-minute-soak,842,59.5670,-1,79.2008,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276802018873,15.8333,4.1330,36.0467,-1,-1,163,7049,2226
stress-five-minute-soak,843,29.9052,-1,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276802537801,13.5186,3.7641,66.4427,-1,-1,163,7050,2227
stress-five-minute-soak,844,24.7410,-1,30.2264,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276803337560,14.8587,4.5702,64.8997,-1,-1,163,7050,2227
stress-five-minute-soak,882,27.2862,-1,13.9446,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276809782841,4.1903,3.6370,7.7621,-1,-1,163,7050,2227
stress-five-minute-soak,883,31.6748,-1,25.5053,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276809902470,4.7752,4.3375,5.7738,-1,-1,163,7050,2227
stress-five-minute-soak,884,32.1007,-1,31.8894,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276810008065,10.7956,3.5006,3.1434,-1,-1,163,7050,2227
stress-five-minute-soak,885,33.3517,-1,32.8809,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276810147576,5.4445,3.0514,21.8341,-1,-1,163,7047,2228
stress-five-minute-soak,886,31.0548,-1,32.3290,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276810420429,5.2827,3.6111,26.3805,-1,-1,163,7047,2228
stress-five-minute-soak,887,31.8578,-1,30.6596,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276810737176,11.7729,3.3145,20.3205,-1,-1,163,7051,2228
stress-five-minute-soak,888,27.8227,-1,32.8812,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276811058239,10.7827,3.5452,22.5510,-1,-1,163,7051,2228
stress-five-minute-soak,889,24.0155,-1,27.8249,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276811391703,5.4207,3.3999,25.6228,-1,-1,163,7051,2228
stress-five-minute-soak,932,23.8745,-1,10.9484,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276817864715,4.8830,4.0789,11.6293,-1,-1,163,7050,2227
stress-five-minute-soak,933,57.2222,-1,22.3117,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276818029965,16.7451,3.5347,0.0179,-1,-1,163,7050,2227
stress-five-minute-soak,934,81.5032,-1,57.4676,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276818197828,5.6634,3.4863,8.6595,-1,-1,163,7050,2227
stress-five-minute-soak,935,79.9881,-1,80.5775,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276818341130,4.9926,4.0221,18.8794,-1,-1,163,7049,2226
stress-five-minute-soak,936,79.8169,-1,80.6134,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276818579974,19.6342,3.4260,37.5648,-1,-1,163,7050,2227
stress-five-minute-soak,937,73.5669,-1,79.3764,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276819152109,11.3948,3.8691,70.1209,-1,-1,163,7045,2226
stress-five-minute-soak,938,26.4000,-1,73.6276,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276819967477,39.2145,3.5315,40.7161,-1,-1,163,7049,2226
stress-five-minute-soak,972,28.5546,-1,15.9596,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276826322147,5.3386,3.3312,12.1886,-1,-1,163,7049,2226
stress-five-minute-soak,1072,23.7955,-1,20.8755,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276840634179,4.8960,3.7211,11.5798,-1,-1,163,7041,2222
stress-five-minute-soak,1073,27.3732,-1,24.1876,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276840799016,4.4336,3.2117,13.5584,-1,-1,163,7041,2222
stress-five-minute-soak,1074,25.8003,-1,26.7100,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276840979039,9.9122,3.1207,11.3614,-1,-1,163,7045,2222
stress-five-minute-soak,1075,27.2981,-1,26.8329,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276841191877,4.3145,3.5588,19.4725,-1,-1,163,7045,2222
stress-five-minute-soak,1076,26.4614,-1,26.5034,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276841429834,4.5695,3.2852,22.7945,-1,-1,163,7045,2222
stress-five-minute-soak,1077,27.8091,-1,26.6015,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276841703601,10.0593,3.3226,15.7267,-1,-1,163,7045,2222
stress-five-minute-soak,1108,23.1578,-1,18.9545,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276846780972,4.8107,3.3291,11.5352,-1,-1,163,7045,2221
stress-five-minute-soak,1211,22.7934,-1,17.3036,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276860986772,11.8836,3.1039,0.9495,-1,-1,163,7040,2220
stress-five-minute-soak,1212,25.1975,-1,22.6650,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276861115208,5.6761,3.0192,8.6912,-1,-1,163,7044,2220
stress-five-minute-soak,1213,26.3446,-1,25.0665,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276861258936,4.4947,3.6372,13.3884,-1,-1,163,7044,2220
stress-five-minute-soak,1214,25.2841,-1,25.6184,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276861437867,4.4191,3.0658,18.3637,-1,-1,163,7041,2217
stress-five-minute-soak,1215,25.4672,-1,25.6768,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276861665805,11.0705,3.6403,14.1163,-1,-1,163,7041,2217
stress-five-minute-soak,1216,26.0645,-1,25.5647,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276861917783,4.8708,3.3045,21.4654,-1,-1,163,7041,2217
stress-five-minute-soak,1217,25.2483,-1,25.7364,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276862181257,11.4012,3.1749,13.8698,-1,-1,163,7041,2217
stress-five-minute-soak,1218,24.6278,-1,25.0934,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276862434071,4.4145,3.2285,21.0432,-1,-1,163,7041,2217
stress-five-minute-soak,1248,24.3116,-1,20.7811,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276867190056,4.4019,3.0816,12.4721,-1,-1,163,7041,2217
stress-five-minute-soak,1472,25.8266,-1,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276898098262,5.1170,2.9298,10.1566,-1,-1,163,7030,2206
stress-five-minute-soak,1473,23.9780,-1,20.2509,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276898251060,4.9705,3.1700,9.6267,-1,-1,163,7030,2206
stress-five-minute-soak,1730,71.8015,-1,11.6462,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276934791690,4.5343,3.6065,8.6734,-1,-1,163,7024,2200
stress-five-minute-soak,1731,80.9805,-1,67.1130,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276934923883,4.8062,3.5182,6.3472,-1,-1,163,7024,2200
stress-five-minute-soak,1732,51.8885,-1,80.8072,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276935035518,14.7608,3.3572,0.0137,-1,-1,163,7020,2200
stress-five-minute-soak,1762,44.0223,-1,17.5519,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276940664090,4.0066,4.5408,13.7498,-1,-1,163,7023,2203
stress-five-minute-soak,1763,80.2121,-1,42.8119,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276940841798,6.0405,3.6323,10.9462,-1,-1,163,7024,2204
stress-five-minute-soak,1764,80.9443,-1,80.1503,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276941011786,11.9714,3.4491,5.3136,-1,-1,163,7028,2204
stress-five-minute-soak,1765,78.7336,-1,80.3978,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276941184748,4.3670,3.5693,39.6428,-1,-1,163,7028,2204
stress-five-minute-soak,1766,64.1720,-1,78.8206,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276941624970,11.3380,3.3724,68.8625,-1,-1,163,7028,2204
stress-five-minute-soak,1767,32.2002,-1,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276942427094,10.9105,3.6373,70.0434,-1,-1,163,7027,2203
stress-five-minute-soak,1768,26.4015,-1,31.7399,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276943236810,26.0062,3.6676,52.6725,-1,-1,163,7027,2203
stress-five-minute-soak,1800,59.6447,-1,19.4555,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276949093367,11.9949,3.0789,3.1469,-1,-1,163,7025,2200
stress-five-minute-soak,1801,79.6138,-1,58.2203,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276949244892,4.3942,3.4787,11.4309,-1,-1,163,7025,2200
stress-five-minute-soak,1802,79.6251,-1,80.1423,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276949403203,4.2231,3.1886,14.2501,-1,-1,163,7025,2200
stress-five-minute-soak,1803,37.5361,-1,78.5510,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276949588045,11.6887,3.7076,47.9433,-1,-1,163,7021,2200
stress-five-minute-soak,1804,27.0693,-1,37.7280,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276950184491,12.5721,3.5268,67.0324,-1,-1,163,7026,2201
stress-five-minute-soak,1844,85.1023,-1,10.0928,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276957265944,4.3305,3.3790,5.5557,-1,-1,163,7024,2199
stress-five-minute-soak,1845,80.2083,-1,79.8822,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276957364916,5.3029,3.5102,5.2286,-1,-1,163,7024,2199
stress-five-minute-soak,1846,80.7965,-1,80.5990,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276957470325,10.8912,3.5717,0.0099,-1,-1,163,7023,2198
stress-five-minute-soak,1847,79.7901,-1,80.3935,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276957579457,5.0005,3.7845,80.1110,-1,-1,163,7023,2198
stress-five-minute-soak,1848,80.0328,-1,80.0753,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276958430698,20.0644,3.3112,60.1016,-1,-1,163,7023,2198
stress-five-minute-soak,1849,29.1316,-1,80.1116,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276959232601,17.9833,3.4088,62.8038,-1,-1,163,7019,2198
stress-five-minute-soak,1898,23.7610,-1,21.8419,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276967830957,4.7661,3.1995,10.9252,-1,-1,163,7021,2196
stress-five-minute-soak,1899,22.5984,-1,23.1718,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276967988002,11.9291,3.8489,8.3940,-1,-1,163,7020,2195
stress-five-minute-soak,1900,22.8646,-1,22.8790,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276968191347,5.0466,3.3750,16.4382,-1,-1,163,7020,2195
stress-five-minute-soak,1901,24.3996,-1,22.8884,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276968406311,4.8372,3.3290,18.9087,-1,-1,163,7020,2195
stress-five-minute-soak,2072,23.6406,-1,12.1938,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276992129109,5.2318,3.6477,9.9944,-1,-1,163,7011,2186
stress-five-minute-soak,2073,36.4020,-1,24.5494,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276992281436,4.7012,3.8320,7.7254,-1,-1,163,7011,2186
stress-five-minute-soak,2074,80.6233,-1,36.2414,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276992405825,4.6115,3.4755,7.9192,-1,-1,163,7011,2186
stress-five-minute-soak,2075,69.5088,-1,79.6385,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276992531267,10.6669,3.3532,12.9543,-1,-1,163,7010,2185
stress-five-minute-soak,2106,25.6847,-1,17.9958,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276998025922,12.7349,3.5500,4.2276,-1,-1,164,7006,2182
stress-five-minute-soak,2107,75.9283,-1,24.7736,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276998195677,4.7218,3.6989,13.1725,-1,-1,164,7006,2182
stress-five-minute-soak,2108,79.2127,-1,75.1852,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276998374717,4.3693,3.6376,12.9945,-1,-1,163,7006,2181
stress-five-minute-soak,2109,69.8102,-1,80.2140,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276998548461,10.3794,3.3415,15.2960,-1,-1,163,7006,2181
stress-five-minute-soak,2110,31.3368,-1,69.5235,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276998805320,5.0711,3.4644,70.8515,-1,-1,163,7006,2181
stress-five-minute-soak,2111,23.5333,-1,30.6524,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3276999564696,26.4997,4.2571,52.6883,-1,-1,163,7002,2181
stress-five-minute-soak,2150,25.6505,-1,20.5932,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277006429767,5.1796,3.9789,10.2425,-1,-1,162,7002,2177
stress-five-minute-soak,2151,24.5055,-1,25.8465,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277006584116,11.2163,3.7973,7.0503,-1,-1,162,7003,2178
stress-five-minute-soak,2219,23.4333,-1,15.3178,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277016726773,4.3327,3.4365,7.5707,-1,-1,162,7000,2175
stress-five-minute-soak,2220,27.6748,-1,23.5715,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277016845914,3.9855,3.1524,6.7880,-1,-1,162,7000,2175
stress-five-minute-soak,2221,28.6076,-1,27.4703,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277016953746,10.6079,3.4612,5.6638,-1,-1,162,7000,2175
stress-five-minute-soak,2222,28.3910,-1,28.3341,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277017116572,4.3923,3.3441,19.0253,-1,-1,162,7000,2175
stress-five-minute-soak,2223,35.2391,-1,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277017350856,4.9845,3.4019,22.7122,-1,-1,162,7000,2175
stress-five-minute-soak,2224,30.7344,-1,28.2301,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277017627942,11.0097,3.1322,17.5518,-1,-1,162,7000,2175
stress-five-minute-soak,2225,22.7710,-1,25.2431,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277017913683,5.8482,3.4410,22.5492,-1,-1,162,7000,2175
stress-five-minute-soak,2302,22.3205,-1,18.2415,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277029216609,4.5403,3.7994,7.7632,-1,-1,162,7000,2175
stress-five-minute-soak,2403,27.9718,-1,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277043569077,11.2446,3.3602,0.4523,-1,-1,162,6997,2172
stress-five-minute-soak,2404,23.9117,-1,19.8915,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277043686170,5.7931,3.2470,14.1620,-1,-1,162,6997,2172
stress-five-minute-soak,2532,24.8836,-1,12.5012,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277061812476,4.3104,3.5405,7.0826,-1,-1,162,6991,2166
stress-five-minute-soak,2533,27.1938,-1,22.2310,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277061926523,4.7943,4.2487,7.7048,-1,-1,162,6991,2166
stress-five-minute-soak,2534,28.4143,-1,26.8242,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3277062051612,12.1798,3.5626,0.8729,-1,-1,162,6991,2166
