timestamp, temperature.gpu, clocks.current.graphics [MHz], utilization.gpu [%], power.draw [W], clocks_event_reasons.sw_thermal_slowdown
2026/09/20 03:35:27.937, 85, 1050 MHz, 95 %, 62.51 W, Active
2026/09/20 03:35:29.958, 85, 1110 MHz, 92 %, 62.89 W, Active
2026/09/20 03:35:31.984, 84, 300 MHz, 81 %, 43.60 W, Active
2026/09/20 03:35:34.003, 84, 300 MHz, 87 %, 43.19 W, Active
2026/09/20 03:35:36.025, 84, 300 MHz, 86 %, 48.82 W, Active
2026/09/20 03:35:38.040, 85, 1140 MHz, 90 %, 61.49 W, Active
2026/09/20 03:35:40.059, 85, 1215 MHz, 80 %, 61.32 W, Active
2026/09/20 03:35:42.082, 85, 1050 MHz, 80 %, 60.31 W, Active
2026/09/20 03:35:44.115, 85, 1230 MHz, 86 %, 67.12 W, Active
2026/09/20 03:35:46.137, 83, 315 MHz, 92 %, 42.04 W, Not Active
2026/09/20 03:35:48.188, 84, 1155 MHz, 84 %, 57.42 W, Active
2026/09/20 03:35:50.220, 83, 300 MHz, 81 %, 42.83 W, Active
2026/09/20 03:35:52.253, 85, 1110 MHz, 67 %, 62.83 W, Active
2026/09/20 03:35:54.273, 85, 1065 MHz, 85 %, 58.96 W, Active
2026/09/20 03:35:56.294, 85, 1020 MHz, 95 %, 62.06 W, Active
2026/09/20 03:35:58.315, 85, 1035 MHz, 89 %, 62.10 W, Active
2026/09/20 03:36:00.339, 85, 1020 MHz, 95 %, 60.23 W, Active
2026/09/20 03:36:02.361, 85, 1050 MHz, 97 %, 62.04 W, Active
2026/09/20 03:36:04.382, 85, 1020 MHz, 89 %, 61.56 W, Active
2026/09/20 03:36:06.404, 85, 1020 MHz, 97 %, 61.54 W, Active
2026/09/20 03:36:08.427, 85, 1005 MHz, 100 %, 62.43 W, Active
2026/09/20 03:36:10.456, 85, 1005 MHz, 94 %, 61.43 W, Active
2026/09/20 03:36:12.483, 88, 1425 MHz, 98 %, 99.86 W, Not Active
2026/09/20 03:36:14.507, 83, 300 MHz, 99 %, 42.10 W, Active
2026/09/20 03:36:16.522, 87, 1425 MHz, 95 %, 96.42 W, Active
2026/09/20 03:36:18.549, 84, 300 MHz, 98 %, 54.81 W, Active
2026/09/20 03:36:20.564, 85, 810 MHz, 90 %, 66.19 W, Active
2026/09/20 03:36:22.587, 85, 660 MHz, 97 %, 51.43 W, Active
2026/09/20 03:36:24.612, 84, 1005 MHz, 94 %, 60.84 W, Not Active
2026/09/20 03:36:26.649, 85, 1020 MHz, 94 %, 62.87 W, Active
2026/09/20 03:36:28.672, 85, 1035 MHz, 99 %, 63.17 W, Active
2026/09/20 03:36:30.697, 84, 1005 MHz, 95 %, 52.25 W, Not Active
2026/09/20 03:36:32.725, 85, 1080 MHz, 90 %, 62.83 W, Active
2026/09/20 03:36:34.748, 85, 1110 MHz, 95 %, 60.08 W, Active
2026/09/20 03:36:36.765, 85, 600 MHz, 96 %, 51.92 W, Active
2026/09/20 03:36:38.786, 85, 1065 MHz, 85 %, 62.75 W, Active
2026/09/20 03:36:40.807, 85, 1080 MHz, 92 %, 63.84 W, Active
2026/09/20 03:36:42.836, 84, 300 MHz, 88 %, 43.95 W, Active
2026/09/20 03:36:44.870, 88, 1410 MHz, 89 %, 97.57 W, Not Active
2026/09/20 03:36:46.894, 87, 1515 MHz, 90 %, 93.58 W, Active
2026/09/20 03:36:48.914, 86, 1065 MHz, 93 %, 64.22 W, Active
2026/09/20 03:36:50.935, 86, 1095 MHz, 90 %, 106.11 W, Active
2026/09/20 03:36:52.953, 85, 1275 MHz, 95 %, 64.67 W, Active
2026/09/20 03:36:54.973, 85, 675 MHz, 95 %, 50.69 W, Active
2026/09/20 03:36:56.999, 85, 1665 MHz, 91 %, 66.94 W, Not Active
2026/09/20 03:36:59.024, 84, 300 MHz, 93 %, 43.00 W, Active
2026/09/20 03:37:01.049, 82, 465 MHz, 67 %, 36.03 W, Not Active
2026/09/20 03:37:03.117, 78, 510 MHz, 17 %, 29.89 W, Not Active
2026/09/20 03:37:05.155, 83, 1410 MHz, 39 %, 60.04 W, Not Active
2026/09/20 03:37:07.186, 84, 1440 MHz, 40 %, 63.33 W, Not Active
2026/09/20 03:37:09.209, 85, 1470 MHz, 43 %, 64.64 W, Not Active
2026/09/20 03:37:11.246, 85, 1440 MHz, 42 %, 61.70 W, Not Active
2026/09/20 03:37:13.276, 84, 1335 MHz, 46 %, 52.89 W, Active
2026/09/20 03:37:15.306, 85, 1410 MHz, 43 %, 62.77 W, Active
2026/09/20 03:37:17.325, 83, 300 MHz, 44 %, 44.83 W, Active
2026/09/20 03:37:19.346, 85, 1455 MHz, 47 %, 63.18 W, Active
2026/09/20 03:37:21.367, 84, 1260 MHz, 47 %, 53.46 W, Active
2026/09/20 03:37:23.385, 84, 1350 MHz, 50 %, 59.46 W, Active
2026/09/20 03:37:25.409, 85, 1650 MHz, 63 %, 68.96 W, Not Active
2026/09/20 03:37:27.445, 87, 1635 MHz, 59 %, 79.51 W, Active
2026/09/20 03:37:29.467, 85, 1425 MHz, 58 %, 65.76 W, Active
2026/09/20 03:37:31.489, 84, 1065 MHz, 69 %, 67.98 W, Active
2026/09/20 03:37:33.516, 85, 1440 MHz, 51 %, 66.00 W, Active
