timestamp, temperature.gpu, clocks.current.graphics [MHz], utilization.gpu [%], power.draw [W], clocks_event_reasons.sw_thermal_slowdown
2026/09/22 10:22:14.048, 86, 1335 MHz, 87 %, 63.72 W, Active
2026/09/22 10:22:16.075, 84, 525 MHz, 82 %, 51.55 W, Active
2026/09/22 10:22:18.094, 85, 465 MHz, 73 %, 52.54 W, Active
2026/09/22 10:22:20.114, 87, 1710 MHz, 78 %, 93.44 W, Not Active
2026/09/22 10:22:22.146, 88, 1815 MHz, 92 %, 99.43 W, Not Active
2026/09/22 10:22:24.161, 87, 1650 MHz, 98 %, 57.49 W, Not Active
2026/09/22 10:22:26.178, 87, 1665 MHz, 96 %, 58.26 W, Not Active
2026/09/22 10:22:28.193, 85, 1680 MHz, 97 %, 56.84 W, Not Active
2026/09/22 10:22:30.213, 85, 1110 MHz, 97 %, 68.90 W, Active
2026/09/22 10:22:32.228, 87, 495 MHz, 87 %, 74.95 W, Active
2026/09/22 10:22:34.326, 84, 465 MHz, 98 %, 47.06 W, Active
2026/09/22 10:22:36.359, 86, 1155 MHz, 92 %, 65.03 W, Active
2026/09/22 10:22:38.376, 84, 300 MHz, 92 %, 42.63 W, Active
2026/09/22 10:22:40.389, 85, 1080 MHz, 97 %, 63.11 W, Active
2026/09/22 10:22:42.400, 87, 1620 MHz, 99 %, 63.88 W, Not Active
2026/09/22 10:22:44.412, 86, 1590 MHz, 98 %, 61.07 W, Not Active
2026/09/22 10:22:46.439, 85, 1575 MHz, 95 %, 61.76 W, Not Active
2026/09/22 10:22:48.463, 82, 1005 MHz, 89 %, 44.95 W, Not Active
2026/09/22 10:22:50.495, 84, 1380 MHz, 98 %, 56.09 W, Not Active
2026/09/22 10:22:52.527, 85, 1080 MHz, 92 %, 64.54 W, Active
2026/09/22 10:22:54.551, 84, 300 MHz, 99 %, 42.39 W, Active
2026/09/22 10:22:56.572, 84, 870 MHz, 97 %, 49.47 W, Active
2026/09/22 10:22:58.665, 86, 1185 MHz, 94 %, 68.22 W, Active
2026/09/22 10:23:00.691, 85, 1155 MHz, 99 %, 66.88 W, Active
2026/09/22 10:23:02.722, 84, 735 MHz, 97 %, 47.42 W, Active
2026/09/22 10:23:04.738, 84, 1035 MHz, 93 %, 56.14 W, Active
2026/09/22 10:23:06.766, 84, 1035 MHz, 96 %, 55.00 W, Active
2026/09/22 10:23:08.785, 87, 300 MHz, 98 %, 74.95 W, Active
2026/09/22 10:23:10.836, 85, 1050 MHz, 92 %, 63.63 W, Active
2026/09/22 10:23:12.849, 85, 1425 MHz, 86 %, 60.73 W, Active
2026/09/22 10:23:14.872, 86, 1140 MHz, 89 %, 66.14 W, Active
2026/09/22 10:23:16.891, 85, 1170 MHz, 81 %, 68.19 W, Active
2026/09/22 10:23:18.915, 88, 1755 MHz, 91 %, 101.61 W, Not Active
2026/09/22 10:23:20.932, 85, 1410 MHz, 95 %, 58.86 W, Active
2026/09/22 10:23:22.945, 85, 1110 MHz, 91 %, 63.95 W, Active
2026/09/22 10:23:24.967, 86, 1755 MHz, 90 %, 60.80 W, Not Active
2026/09/22 10:23:26.987, 86, 1665 MHz, 96 %, 61.55 W, Not Active
2026/09/22 10:23:29.011, 83, 405 MHz, 0 %, 40.10 W, Not Active
2026/09/22 10:23:31.047, 83, 1365 MHz, 52 %, 58.64 W, Not Active
2026/09/22 10:23:33.082, 84, 1440 MHz, 39 %, 60.50 W, Not Active
2026/09/22 10:23:35.119, 84, 1425 MHz, 40 %, 60.66 W, Not Active
2026/09/22 10:23:37.151, 84, 1110 MHz, 42 %, 50.24 W, Active
2026/09/22 10:23:39.180, 85, 1500 MHz, 43 %, 64.62 W, Active
2026/09/22 10:23:41.194, 85, 1500 MHz, 46 %, 66.14 W, Not Active
2026/09/22 10:23:43.224, 85, 1140 MHz, 44 %, 65.51 W, Active
2026/09/22 10:23:45.246, 85, 1050 MHz, 45 %, 66.34 W, Active
2026/09/22 10:23:47.268, 84, 1170 MHz, 46 %, 49.57 W, Active
2026/09/22 10:23:49.291, 84, 1215 MHz, 47 %, 54.07 W, Active
2026/09/22 10:23:51.308, 85, 1410 MHz, 58 %, 62.12 W, Active
2026/09/22 10:23:53.333, 84, 1020 MHz, 51 %, 52.43 W, Active
2026/09/22 10:23:55.357, 85, 1380 MHz, 49 %, 64.10 W, Active
2026/09/22 10:23:57.386, 85, 1425 MHz, 58 %, 65.48 W, Active
2026/09/22 10:23:59.413, 83, 1155 MHz, 77 %, 53.05 W, Not Active
2026/09/22 10:24:01.443, 85, 1410 MHz, 46 %, 63.06 W, Active
