timestamp, temperature.gpu, clocks.current.graphics [MHz], utilization.gpu [%], power.draw [W], clocks_event_reasons.sw_thermal_slowdown
2026/09/22 13:03:48.056, 86, 1110 MHz, 81 %, 62.71 W, Active
2026/09/22 13:03:50.083, 85, 1050 MHz, 96 %, 62.38 W, Active
2026/09/22 13:03:52.111, 86, 1110 MHz, 89 %, 62.51 W, Active
2026/09/22 13:03:54.142, 84, 300 MHz, 82 %, 42.65 W, Active
2026/09/22 13:03:56.168, 83, 300 MHz, 87 %, 42.80 W, Active
2026/09/22 13:03:58.184, 85, 480 MHz, 88 %, 53.38 W, Active
2026/09/22 13:04:00.203, 83, 300 MHz, 82 %, 42.45 W, Active
2026/09/22 13:04:02.223, 85, 1245 MHz, 88 %, 64.46 W, Active
2026/09/22 13:04:04.246, 84, 1005 MHz, 88 %, 54.39 W, Not Active
2026/09/22 13:04:06.277, 84, 1005 MHz, 94 %, 50.59 W, Not Active
2026/09/22 13:04:08.302, 83, 1005 MHz, 92 %, 49.49 W, Not Active
2026/09/22 13:04:10.339, 84, 690 MHz, 87 %, 50.84 W, Active
2026/09/22 13:04:12.369, 85, 1455 MHz, 70 %, 71.10 W, Not Active
2026/09/22 13:04:14.400, 84, 1170 MHz, 81 %, 60.50 W, Active
2026/09/22 13:04:16.422, 86, 1410 MHz, 87 %, 76.75 W, Not Active
2026/09/22 13:04:18.459, 84, 345 MHz, 92 %, 43.66 W, Active
2026/09/22 13:04:20.480, 86, 1170 MHz, 90 %, 68.63 W, Active
2026/09/22 13:04:22.508, 88, 1410 MHz, 95 %, 100.65 W, Not Active
2026/09/22 13:04:24.532, 85, 1065 MHz, 91 %, 59.41 W, Active
2026/09/22 13:04:26.552, 86, 1095 MHz, 89 %, 65.94 W, Active
2026/09/22 13:04:28.572, 83, 1005 MHz, 95 %, 43.38 W, Not Active
2026/09/22 13:04:30.605, 85, 405 MHz, 98 %, 62.88 W, Active
2026/09/22 13:04:32.628, 83, 300 MHz, 94 %, 42.43 W, Active
2026/09/22 13:04:34.650, 85, 600 MHz, 96 %, 53.42 W, Active
2026/09/22 13:04:36.676, 84, 375 MHz, 98 %, 48.39 W, Active
2026/09/22 13:04:38.696, 85, 1020 MHz, 97 %, 64.71 W, Active
2026/09/22 13:04:40.717, 86, 1005 MHz, 97 %, 63.72 W, Active
2026/09/22 13:04:42.734, 85, 1050 MHz, 73 %, 60.80 W, Active
2026/09/22 13:04:44.755, 85, 300 MHz, 95 %, 55.49 W, Active
2026/09/22 13:04:46.768, 86, 1050 MHz, 97 %, 64.43 W, Active
2026/09/22 13:04:48.791, 85, 1080 MHz, 96 %, 64.84 W, Not Active
2026/09/22 13:04:50.828, 86, 1065 MHz, 97 %, 65.99 W, Active
2026/09/22 13:04:52.853, 85, 1200 MHz, 93 %, 65.07 W, Active
2026/09/22 13:04:54.869, 87, 435 MHz, 91 %, 73.60 W, Active
2026/09/22 13:04:56.898, 86, 1365 MHz, 93 %, 71.34 W, Active
2026/09/22 13:04:58.926, 87, 300 MHz, 94 %, 73.32 W, Active
2026/09/22 13:05:01.019, 87, 420 MHz, 94 %, 74.19 W, Active
2026/09/22 13:05:03.066, 87, 300 MHz, 94 %, 74.44 W, Active
2026/09/22 13:05:05.109, 84, 300 MHz, 94 %, 54.02 W, Active
2026/09/22 13:05:07.128, 86, 510 MHz, 86 %, 75.37 W, Active
2026/09/22 13:05:09.149, 86, 1170 MHz, 89 %, 68.76 W, Active
2026/09/22 13:05:11.170, 85, 585 MHz, 92 %, 51.56 W, Active
2026/09/22 13:05:13.194, 84, 750 MHz, 92 %, 52.80 W, Active
2026/09/22 13:05:15.218, 85, 1035 MHz, 91 %, 59.75 W, Active
2026/09/22 13:05:17.249, 84, 420 MHz, 96 %, 47.99 W, Active
2026/09/22 13:05:19.270, 85, 1050 MHz, 93 %, 59.65 W, Active
2026/09/22 13:05:21.300, 84, 1005 MHz, 88 %, 46.33 W, Not Active
2026/09/22 13:05:23.331, 85, 480 MHz, 0 %, 55.67 W, Not Active
2026/09/22 13:05:25.368, 84, 1350 MHz, 50 %, 58.15 W, Not Active
2026/09/22 13:05:27.398, 85, 1395 MHz, 39 %, 60.71 W, Not Active
2026/09/22 13:05:29.433, 84, 1425 MHz, 40 %, 59.09 W, Not Active
2026/09/22 13:05:31.458, 85, 1470 MHz, 54 %, 64.18 W, Not Active
2026/09/22 13:05:33.494, 85, 1455 MHz, 44 %, 60.17 W, Not Active
2026/09/22 13:05:35.517, 85, 870 MHz, 44 %, 57.05 W, Active
2026/09/22 13:05:37.545, 85, 1500 MHz, 58 %, 66.06 W, Not Active
2026/09/22 13:05:39.579, 83, 1005 MHz, 48 %, 48.03 W, Not Active
2026/09/22 13:05:41.609, 84, 1170 MHz, 44 %, 52.38 W, Active
2026/09/22 13:05:43.629, 86, 1605 MHz, 46 %, 74.31 W, Not Active
2026/09/22 13:05:45.663, 85, 1485 MHz, 49 %, 65.02 W, Active
2026/09/22 13:05:47.682, 86, 1560 MHz, 50 %, 65.96 W, Active
2026/09/22 13:05:49.696, 85, 585 MHz, 55 %, 62.40 W, Active
2026/09/22 13:05:51.721, 85, 300 MHz, 75 %, 64.64 W, Active
2026/09/22 13:05:53.757, 85, 765 MHz, 74 %, 65.89 W, Active
2026/09/22 13:05:55.777, 84, 1005 MHz, 57 %, 48.72 W, Active
