timestamp, temperature.gpu, clocks.current.graphics [MHz], utilization.gpu [%], power.draw [W], clocks_event_reasons.sw_thermal_slowdown
2026/09/22 11:46:30.393, 81, 1680 MHz, 42 %, 79.77 W, Active
2026/09/22 11:46:32.412, 82, 1710 MHz, 42 %, 80.57 W, Active
2026/09/22 11:46:34.433, 82, 1710 MHz, 42 %, 80.67 W, Active
2026/09/22 11:46:36.452, 81, 1605 MHz, 42 %, 78.68 W, Active
2026/09/22 11:46:38.467, 81, 1575 MHz, 42 %, 77.91 W, Active
2026/09/22 11:46:40.484, 82, 1695 MHz, 42 %, 75.63 W, Active
2026/09/22 11:46:42.500, 81, 1575 MHz, 43 %, 62.78 W, Active
2026/09/22 11:46:44.523, 82, 1650 MHz, 42 %, 77.12 W, Active
2026/09/22 11:46:46.546, 82, 1635 MHz, 42 %, 76.53 W, Active
2026/09/22 11:46:48.574, 81, 1515 MHz, 44 %, 66.87 W, Active
2026/09/22 11:46:50.595, 82, 1680 MHz, 43 %, 78.07 W, Active
2026/09/22 11:46:52.621, 82, 1650 MHz, 41 %, 74.98 W, Active
2026/09/22 11:46:54.644, 82, 1680 MHz, 43 %, 75.97 W, Active
2026/09/22 11:46:56.658, 82, 1725 MHz, 43 %, 78.00 W, Active
2026/09/22 11:46:58.680, 82, 1650 MHz, 42 %, 76.66 W, Active
2026/09/22 11:47:00.707, 82, 1635 MHz, 43 %, 75.62 W, Active
2026/09/22 11:47:02.729, 82, 1620 MHz, 49 %, 76.29 W, Active
2026/09/22 11:47:04.747, 82, 1620 MHz, 48 %, 78.92 W, Active
2026/09/22 11:47:06.771, 82, 1590 MHz, 48 %, 76.93 W, Active
2026/09/22 11:47:08.798, 83, 1710 MHz, 45 %, 77.90 W, Not Active
2026/09/22 11:47:10.822, 82, 1335 MHz, 44 %, 70.91 W, Active
2026/09/22 11:47:12.838, 82, 1620 MHz, 45 %, 74.48 W, Active
2026/09/22 11:47:14.859, 82, 1635 MHz, 43 %, 74.83 W, Active
2026/09/22 11:47:16.880, 82, 1620 MHz, 42 %, 73.82 W, Active
2026/09/22 11:47:18.896, 83, 1650 MHz, 43 %, 74.26 W, Active
2026/09/22 11:47:20.920, 82, 1635 MHz, 44 %, 74.43 W, Active
2026/09/22 11:47:22.940, 81, 1575 MHz, 44 %, 63.92 W, Active
2026/09/22 11:47:24.964, 82, 1680 MHz, 47 %, 49.78 W, Active
2026/09/22 11:47:26.983, 83, 1500 MHz, 64 %, 75.22 W, Active
2026/09/22 11:47:29.005, 82, 1155 MHz, 73 %, 76.91 W, Active
2026/09/22 11:47:31.026, 81, 1395 MHz, 65 %, 64.61 W, Active
2026/09/22 11:47:33.058, 82, 1515 MHz, 67 %, 72.76 W, Active
2026/09/22 11:47:35.073, 84, 1845 MHz, 63 %, 76.53 W, Active
2026/09/22 11:47:37.093, 77, 1155 MHz, 25 %, 44.14 W, Not Active
2026/09/22 11:47:39.125, 75, 1050 MHz, 35 %, 41.53 W, Not Active
2026/09/22 11:47:41.151, 74, 1065 MHz, 39 %, 42.31 W, Not Active
2026/09/22 11:47:43.184, 74, 1215 MHz, 40 %, 46.34 W, Not Active
2026/09/22 11:47:45.220, 74, 1305 MHz, 39 %, 48.51 W, Not Active
2026/09/22 11:47:47.255, 76, 1500 MHz, 40 %, 57.56 W, Not Active
2026/09/22 11:47:49.291, 78, 1530 MHz, 39 %, 61.91 W, Not Active
2026/09/22 11:47:51.318, 79, 1590 MHz, 40 %, 69.19 W, Not Active
2026/09/22 11:47:53.354, 81, 1635 MHz, 41 %, 66.67 W, Active
2026/09/22 11:47:55.380, 82, 1710 MHz, 40 %, 75.74 W, Not Active
2026/09/22 11:47:57.412, 74, 450 MHz, 4 %, 18.37 W, Not Active
2026/09/22 11:47:59.485, 70, 375 MHz, 11 %, 8.23 W, Not Active
2026/09/22 11:48:01.527, 68, 375 MHz, 15 %, 9.36 W, Not Active
2026/09/22 11:48:03.560, 66, 375 MHz, 14 %, 7.38 W, Not Active
2026/09/22 11:48:05.599, 65, 375 MHz, 15 %, 11.22 W, Not Active
2026/09/22 11:48:07.637, 65, 375 MHz, 18 %, 7.28 W, Not Active
2026/09/22 11:48:09.681, 64, 390 MHz, 8 %, 11.38 W, Not Active
2026/09/22 11:48:11.710, 63, 300 MHz, 9 %, 7.07 W, Not Active
2026/09/22 11:48:13.738, 63, 300 MHz, 9 %, 12.99 W, Not Active
2026/09/22 11:48:15.781, 62, 300 MHz, 4 %, 6.71 W, Not Active
2026/09/22 11:48:17.816, 62, 300 MHz, 8 %, 7.05 W, Not Active
2026/09/22 11:48:19.848, 61, 300 MHz, 4 %, 9.18 W, Not Active
2026/09/22 11:48:21.888, 61, 300 MHz, 4 %, 6.89 W, Not Active
2026/09/22 11:48:23.923, 61, 300 MHz, 4 %, 6.62 W, Not Active
2026/09/22 11:48:25.967, 61, 300 MHz, 2 %, 6.51 W, Not Active
2026/09/22 11:48:28.006, 60, 300 MHz, 4 %, 6.65 W, Not Active
2026/09/22 11:48:30.037, 60, 300 MHz, 4 %, 6.38 W, Not Active
2026/09/22 11:48:32.066, 60, 300 MHz, 4 %, 6.21 W, Not Active
2026/09/22 11:48:34.105, 61, 1005 MHz, 0 %, 23.92 W, Not Active
2026/09/22 11:48:36.148, 75, 1875 MHz, 51 %, 107.12 W, Not Active
2026/09/22 11:48:38.198, 78, 945 MHz, 65 %, 93.90 W, Active
2026/09/22 11:48:40.282, 80, 1440 MHz, 85 %, 92.93 W, Active
2026/09/22 11:48:42.306, 81, 1440 MHz, 88 %, 88.65 W, Active
2026/09/22 11:48:44.325, 80, 1350 MHz, 95 %, 74.87 W, Active
2026/09/22 11:48:46.346, 81, 1365 MHz, 93 %, 73.28 W, Active
2026/09/22 11:48:48.374, 80, 1035 MHz, 94 %, 58.68 W, Active
2026/09/22 11:48:50.394, 82, 1185 MHz, 96 %, 66.96 W, Active
2026/09/22 11:48:52.413, 83, 1395 MHz, 98 %, 79.57 W, Active
2026/09/22 11:48:54.426, 82, 1545 MHz, 98 %, 77.04 W, Active
2026/09/22 11:48:56.453, 82, 1305 MHz, 97 %, 72.06 W, Active
2026/09/22 11:48:58.470, 82, 1320 MHz, 96 %, 72.53 W, Active
2026/09/22 11:49:00.496, 83, 1335 MHz, 98 %, 77.37 W, Active
2026/09/22 11:49:02.528, 84, 1410 MHz, 96 %, 80.40 W, Active
2026/09/22 11:49:04.552, 83, 1140 MHz, 97 %, 63.20 W, Active
2026/09/22 11:49:06.571, 83, 1290 MHz, 97 %, 73.46 W, Active
2026/09/22 11:49:08.590, 84, 1275 MHz, 96 %, 74.42 W, Active
2026/09/22 11:49:10.621, 85, 645 MHz, 90 %, 83.01 W, Active
2026/09/22 11:49:12.645, 84, 750 MHz, 97 %, 71.22 W, Active
2026/09/22 11:49:14.663, 83, 1680 MHz, 97 %, 64.26 W, Not Active
2026/09/22 11:49:16.690, 84, 1290 MHz, 98 %, 75.89 W, Active
2026/09/22 11:49:18.715, 84, 1290 MHz, 98 %, 72.75 W, Active
2026/09/22 11:49:20.728, 84, 1245 MHz, 94 %, 72.44 W, Active
2026/09/22 11:49:22.750, 82, 300 MHz, 96 %, 41.45 W, Active
2026/09/22 11:49:24.769, 83, 1080 MHz, 98 %, 60.15 W, Active
2026/09/22 11:49:26.783, 84, 1260 MHz, 98 %, 72.52 W, Active
2026/09/22 11:49:28.798, 83, 1005 MHz, 97 %, 53.43 W, Active
2026/09/22 11:49:30.820, 83, 1125 MHz, 97 %, 65.83 W, Active
2026/09/22 11:49:32.839, 84, 1200 MHz, 97 %, 69.66 W, Active
2026/09/22 11:49:34.860, 84, 1305 MHz, 98 %, 69.59 W, Active
2026/09/22 11:49:36.890, 83, 930 MHz, 90 %, 63.96 W, Active
2026/09/22 11:49:38.906, 84, 1245 MHz, 99 %, 66.92 W, Active
2026/09/22 11:49:40.932, 84, 1215 MHz, 98 %, 68.71 W, Active
2026/09/22 11:49:42.957, 86, 1020 MHz, 99 %, 87.00 W, Active
2026/09/22 11:49:45.040, 83, 300 MHz, 98 %, 51.29 W, Active
2026/09/22 11:49:47.050, 84, 1485 MHz, 11 %, 74.87 W, Not Active
2026/09/22 11:49:49.084, 85, 1605 MHz, 97 %, 61.68 W, Not Active
2026/09/22 11:49:51.102, 84, 1155 MHz, 98 %, 68.77 W, Active
2026/09/22 11:49:53.123, 84, 1155 MHz, 99 %, 68.51 W, Active
2026/09/22 11:49:55.148, 84, 1140 MHz, 99 %, 67.91 W, Active
2026/09/22 11:49:57.179, 85, 1170 MHz, 97 %, 67.76 W, Active
2026/09/22 11:49:59.198, 87, 525 MHz, 98 %, 94.15 W, Active
2026/09/22 11:50:01.221, 83, 1005 MHz, 98 %, 57.33 W, Active
2026/09/22 11:50:03.247, 85, 1215 MHz, 96 %, 70.56 W, Active
2026/09/22 11:50:05.266, 83, 1005 MHz, 98 %, 56.93 W, Active
2026/09/22 11:50:07.297, 84, 840 MHz, 98 %, 73.39 W, Active
2026/09/22 11:50:09.323, 85, 1140 MHz, 99 %, 68.98 W, Active
2026/09/22 11:50:11.337, 85, 1140 MHz, 96 %, 68.75 W, Active
2026/09/22 11:50:13.353, 84, 1170 MHz, 98 %, 68.96 W, Active
2026/09/22 11:50:15.367, 87, 1725 MHz, 94 %, 105.35 W, Not Active
2026/09/22 11:50:17.387, 84, 1290 MHz, 96 %, 68.21 W, Active
2026/09/22 11:50:19.414, 84, 1230 MHz, 98 %, 67.44 W, Active
2026/09/22 11:50:21.436, 85, 1635 MHz, 99 %, 76.91 W, Not Active
2026/09/22 11:50:23.452, 83, 735 MHz, 96 %, 52.11 W, Active
2026/09/22 11:50:25.473, 85, 1125 MHz, 93 %, 68.76 W, Active
2026/09/22 11:50:27.485, 85, 1125 MHz, 98 %, 68.15 W, Active
2026/09/22 11:50:29.507, 84, 780 MHz, 99 %, 52.77 W, Active
2026/09/22 11:50:31.534, 85, 1230 MHz, 98 %, 72.38 W, Active
2026/09/22 11:50:33.553, 83, 300 MHz, 98 %, 49.58 W, Active
2026/09/22 11:50:35.572, 85, 1095 MHz, 96 %, 70.05 W, Active
2026/09/22 11:50:37.589, 85, 1095 MHz, 99 %, 68.52 W, Active
2026/09/22 11:50:39.607, 83, 840 MHz, 100 %, 54.54 W, Active
2026/09/22 11:50:41.620, 85, 1095 MHz, 97 %, 67.57 W, Active
2026/09/22 11:50:43.638, 85, 1080 MHz, 98 %, 67.23 W, Active
2026/09/22 11:50:45.653, 83, 1020 MHz, 100 %, 49.51 W, Not Active
2026/09/22 11:50:47.689, 83, 1005 MHz, 98 %, 54.18 W, Not Active
2026/09/22 11:50:49.723, 85, 1125 MHz, 100 %, 69.02 W, Active
2026/09/22 11:50:51.739, 83, 1050 MHz, 100 %, 59.43 W, Active
2026/09/22 11:50:53.758, 83, 870 MHz, 100 %, 54.87 W, Active
2026/09/22 11:50:55.771, 85, 1200 MHz, 100 %, 73.76 W, Active
2026/09/22 11:50:57.791, 82, 300 MHz, 96 %, 41.59 W, Active
2026/09/22 11:50:59.812, 85, 1305 MHz, 94 %, 71.73 W, Active
2026/09/22 11:51:01.834, 85, 1215 MHz, 97 %, 70.10 W, Active
2026/09/22 11:51:03.857, 85, 1185 MHz, 99 %, 73.98 W, Active
2026/09/22 11:51:05.880, 85, 1170 MHz, 99 %, 71.71 W, Active
2026/09/22 11:51:07.891, 85, 720 MHz, 100 %, 68.34 W, Active
2026/09/22 11:51:09.924, 83, 405 MHz, 98 %, 47.84 W, Active
2026/09/22 11:51:11.947, 88, 1785 MHz, 92 %, 75.91 W, Not Active
2026/09/22 11:51:13.966, 85, 1110 MHz, 88 %, 59.31 W, Active
2026/09/22 11:51:15.995, 84, 525 MHz, 88 %, 56.52 W, Active
2026/09/22 11:51:18.042, 82, 1005 MHz, 100 %, 41.25 W, Not Active
2026/09/22 11:51:20.071, 83, 1005 MHz, 99 %, 54.40 W, Not Active
2026/09/22 11:51:22.102, 86, 1635 MHz, 99 %, 83.01 W, Not Active
2026/09/22 11:51:24.121, 86, 1590 MHz, 99 %, 84.02 W, Not Active
2026/09/22 11:51:26.149, 85, 1620 MHz, 99 %, 59.74 W, Not Active
2026/09/22 11:51:28.161, 84, 1605 MHz, 99 %, 59.87 W, Not Active
2026/09/22 11:51:30.175, 82, 1005 MHz, 99 %, 54.62 W, Not Active
2026/09/22 11:51:32.214, 87, 1410 MHz, 92 %, 110.49 W, Not Active
2026/09/22 11:51:34.234, 87, 1530 MHz, 88 %, 110.05 W, Not Active
2026/09/22 11:51:36.257, 83, 900 MHz, 91 %, 54.04 W, Active
2026/09/22 11:51:38.270, 85, 720 MHz, 99 %, 62.28 W, Active
2026/09/22 11:51:40.307, 84, 645 MHz, 100 %, 65.85 W, Active
2026/09/22 11:51:42.324, 84, 675 MHz, 98 %, 70.97 W, Active
2026/09/22 11:51:44.342, 85, 840 MHz, 99 %, 72.47 W, Active
2026/09/22 11:51:46.362, 85, 1095 MHz, 99 %, 68.32 W, Active
2026/09/22 11:51:48.388, 84, 945 MHz, 100 %, 58.55 W, Active
2026/09/22 11:51:50.403, 82, 1005 MHz, 99 %, 45.49 W, Not Active
2026/09/22 11:51:52.432, 84, 1080 MHz, 98 %, 63.98 W, Active
2026/09/22 11:51:54.456, 84, 1080 MHz, 100 %, 63.54 W, Active
2026/09/22 11:51:56.477, 86, 1095 MHz, 99 %, 95.60 W, Active
2026/09/22 11:51:58.491, 84, 1185 MHz, 100 %, 68.63 W, Active
2026/09/22 11:52:00.507, 84, 1050 MHz, 100 %, 63.17 W, Active
2026/09/22 11:52:02.525, 87, 750 MHz, 99 %, 77.46 W, Active
2026/09/22 11:52:04.558, 87, 375 MHz, 99 %, 75.41 W, Active
2026/09/22 11:52:06.607, 86, 300 MHz, 99 %, 74.07 W, Active
2026/09/22 11:52:08.660, 87, 390 MHz, 99 %, 79.12 W, Active
2026/09/22 11:52:10.727, 86, 300 MHz, 98 %, 80.71 W, Active
2026/09/22 11:52:12.744, 86, 360 MHz, 99 %, 79.65 W, Active
2026/09/22 11:52:14.770, 86, 510 MHz, 99 %, 74.85 W, Active
2026/09/22 11:52:16.817, 86, 390 MHz, 99 %, 70.75 W, Active
2026/09/22 11:52:18.867, 86, 315 MHz, 99 %, 80.24 W, Active
2026/09/22 11:52:20.879, 83, 300 MHz, 99 %, 42.86 W, Active
2026/09/22 11:52:22.906, 84, 1155 MHz, 99 %, 65.05 W, Active
2026/09/22 11:52:24.922, 83, 1410 MHz, 91 %, 63.13 W, Not Active
2026/09/22 11:52:26.956, 84, 1290 MHz, 83 %, 62.16 W, Active
2026/09/22 11:52:28.974, 83, 690 MHz, 81 %, 52.95 W, Active
2026/09/22 11:52:30.991, 83, 795 MHz, 100 %, 55.37 W, Active
2026/09/22 11:52:33.005, 85, 1245 MHz, 100 %, 71.37 W, Active
2026/09/22 11:52:35.025, 85, 1125 MHz, 99 %, 68.47 W, Active
2026/09/22 11:52:37.045, 87, 480 MHz, 99 %, 78.83 W, Active
2026/09/22 11:52:39.117, 86, 750 MHz, 99 %, 78.68 W, Active
2026/09/22 11:52:41.173, 86, 345 MHz, 92 %, 88.25 W, Active
2026/09/22 11:52:43.268, 86, 495 MHz, 93 %, 76.65 W, Active
2026/09/22 11:52:45.317, 85, 300 MHz, 93 %, 59.65 W, Active
2026/09/22 11:52:47.332, 85, 1140 MHz, 99 %, 70.48 W, Active
2026/09/22 11:52:49.360, 85, 1170 MHz, 99 %, 71.36 W, Active
2026/09/22 11:52:51.375, 84, 555 MHz, 98 %, 61.63 W, Active
2026/09/22 11:52:53.394, 84, 1065 MHz, 99 %, 62.07 W, Active
2026/09/22 11:52:55.411, 84, 1110 MHz, 99 %, 69.44 W, Active
2026/09/22 11:52:57.430, 85, 1200 MHz, 96 %, 66.29 W, Active
2026/09/22 11:52:59.457, 84, 1050 MHz, 96 %, 61.63 W, Active
2026/09/22 11:53:01.473, 85, 1125 MHz, 96 %, 69.02 W, Active
2026/09/22 11:53:03.492, 87, 1425 MHz, 99 %, 87.78 W, Not Active
2026/09/22 11:53:05.516, 85, 1125 MHz, 99 %, 68.65 W, Active
2026/09/22 11:53:07.542, 84, 495 MHz, 99 %, 58.12 W, Active
2026/09/22 11:53:09.565, 85, 1050 MHz, 98 %, 64.50 W, Active
2026/09/22 11:53:11.580, 84, 1095 MHz, 100 %, 65.73 W, Active
2026/09/22 11:53:13.595, 83, 870 MHz, 100 %, 52.66 W, Active
2026/09/22 11:53:15.614, 83, 1005 MHz, 98 %, 58.38 W, Not Active
2026/09/22 11:53:17.646, 83, 1005 MHz, 97 %, 50.81 W, Not Active
2026/09/22 11:53:19.678, 83, 1005 MHz, 99 %, 57.05 W, Not Active
2026/09/22 11:53:21.715, 83, 1005 MHz, 99 %, 57.31 W, Not Active
2026/09/22 11:53:23.744, 82, 1005 MHz, 99 %, 56.69 W, Not Active
2026/09/22 11:53:25.779, 86, 1710 MHz, 85 %, 92.13 W, Not Active
2026/09/22 11:53:27.796, 84, 1785 MHz, 87 %, 54.46 W, Not Active
2026/09/22 11:53:29.807, 84, 1215 MHz, 90 %, 65.98 W, Active
2026/09/22 11:53:31.831, 86, 1425 MHz, 91 %, 81.74 W, Active
2026/09/22 11:53:33.975, 86, 645 MHz, 84 %, 76.40 W, Active
2026/09/22 11:53:36.104, 87, 420 MHz, 94 %, 79.68 W, Active
2026/09/22 11:53:38.118, 87, 840 MHz, 94 %, 79.43 W, Active
2026/09/22 11:53:40.162, 87, 465 MHz, 98 %, 78.38 W, Active
2026/09/22 11:53:42.199, 83, 945 MHz, 96 %, 52.58 W, Active
2026/09/22 11:53:44.219, 85, 300 MHz, 96 %, 93.69 W, Active
2026/09/22 11:53:46.245, 84, 1050 MHz, 95 %, 56.88 W, Active
2026/09/22 11:53:48.270, 85, 1200 MHz, 97 %, 69.78 W, Active
2026/09/22 11:53:50.301, 85, 1170 MHz, 97 %, 66.60 W, Active
2026/09/22 11:53:52.321, 87, 1425 MHz, 96 %, 88.37 W, Not Active
2026/09/22 11:53:54.341, 83, 300 MHz, 98 %, 42.10 W, Active
2026/09/22 11:53:56.368, 83, 1005 MHz, 96 %, 58.68 W, Not Active
2026/09/22 11:53:58.409, 87, 1650 MHz, 98 %, 75.19 W, Not Active
2026/09/22 11:54:00.427, 87, 1485 MHz, 97 %, 93.97 W, Not Active
2026/09/22 11:54:02.451, 87, 1650 MHz, 97 %, 89.47 W, Not Active
2026/09/22 11:54:04.476, 86, 1590 MHz, 97 %, 91.43 W, Not Active
2026/09/22 11:54:06.494, 85, 1620 MHz, 97 %, 58.08 W, Not Active
2026/09/22 11:54:08.506, 84, 1515 MHz, 97 %, 59.13 W, Not Active
2026/09/22 11:54:10.526, 83, 1695 MHz, 87 %, 59.01 W, Not Active
2026/09/22 11:54:12.558, 85, 1125 MHz, 98 %, 67.95 W, Active
2026/09/22 11:54:14.580, 84, 1020 MHz, 98 %, 59.43 W, Active
2026/09/22 11:54:16.596, 85, 1185 MHz, 99 %, 66.97 W, Active
2026/09/22 11:54:18.614, 86, 570 MHz, 97 %, 86.22 W, Active
2026/09/22 11:54:20.646, 85, 1095 MHz, 99 %, 65.68 W, Active
2026/09/22 11:54:22.665, 83, 1065 MHz, 72 %, 58.20 W, Active
2026/09/22 11:54:24.684, 83, 1530 MHz, 93 %, 55.23 W, Not Active
2026/09/22 11:54:26.698, 83, 1005 MHz, 89 %, 56.29 W, Not Active
2026/09/22 11:54:28.728, 83, 1005 MHz, 89 %, 56.53 W, Not Active
2026/09/22 11:54:30.758, 83, 1005 MHz, 88 %, 55.70 W, Not Active
2026/09/22 11:54:32.796, 83, 1005 MHz, 94 %, 56.16 W, Not Active
2026/09/22 11:54:34.832, 83, 1005 MHz, 91 %, 55.26 W, Not Active
2026/09/22 11:54:36.864, 83, 1005 MHz, 88 %, 55.31 W, Not Active
2026/09/22 11:54:38.901, 83, 1005 MHz, 89 %, 55.56 W, Not Active
2026/09/22 11:54:40.936, 83, 1005 MHz, 86 %, 41.76 W, Not Active
2026/09/22 11:54:42.969, 83, 1005 MHz, 89 %, 49.17 W, Not Active
2026/09/22 11:54:44.993, 83, 1005 MHz, 88 %, 52.39 W, Not Active
2026/09/22 11:54:47.029, 83, 1005 MHz, 89 %, 55.54 W, Not Active
2026/09/22 11:54:49.060, 83, 1005 MHz, 92 %, 54.24 W, Not Active
2026/09/22 11:54:51.095, 83, 1125 MHz, 89 %, 53.71 W, Not Active
2026/09/22 11:54:53.121, 83, 1410 MHz, 85 %, 54.61 W, Not Active
2026/09/22 11:54:55.150, 83, 1485 MHz, 80 %, 52.68 W, Not Active
2026/09/22 11:54:57.181, 84, 1200 MHz, 74 %, 63.56 W, Active
2026/09/22 11:54:59.214, 85, 1095 MHz, 92 %, 64.99 W, Active
2026/09/22 11:55:01.247, 85, 1110 MHz, 95 %, 64.38 W, Active
2026/09/22 11:55:03.269, 85, 1095 MHz, 88 %, 65.27 W, Active
2026/09/22 11:55:05.280, 85, 1110 MHz, 88 %, 64.40 W, Active
2026/09/22 11:55:07.299, 85, 1110 MHz, 90 %, 65.42 W, Active
2026/09/22 11:55:09.323, 83, 1005 MHz, 90 %, 41.16 W, Not Active
2026/09/22 11:55:11.415, 85, 1215 MHz, 93 %, 63.95 W, Active
2026/09/22 11:55:13.440, 84, 510 MHz, 96 %, 49.38 W, Active
2026/09/22 11:55:15.461, 85, 1080 MHz, 98 %, 65.62 W, Active
2026/09/22 11:55:17.486, 85, 1065 MHz, 96 %, 63.83 W, Active
2026/09/22 11:55:19.509, 85, 1080 MHz, 99 %, 63.83 W, Active
2026/09/22 11:55:21.524, 85, 1035 MHz, 97 %, 63.54 W, Active
2026/09/22 11:55:23.548, 85, 1050 MHz, 95 %, 63.09 W, Active
2026/09/22 11:55:25.565, 88, 1665 MHz, 99 %, 94.04 W, Not Active
2026/09/22 11:55:27.585, 83, 510 MHz, 99 %, 47.61 W, Active
2026/09/22 11:55:29.598, 83, 555 MHz, 96 %, 48.08 W, Not Active
2026/09/22 11:55:31.661, 84, 1110 MHz, 98 %, 61.81 W, Active
2026/09/22 11:55:33.676, 85, 1095 MHz, 99 %, 65.91 W, Active
2026/09/22 11:55:35.696, 83, 675 MHz, 95 %, 51.08 W, Active
2026/09/22 11:55:37.717, 85, 1110 MHz, 91 %, 63.59 W, Active
2026/09/22 11:55:39.735, 85, 1080 MHz, 96 %, 63.98 W, Active
2026/09/22 11:55:41.751, 85, 1065 MHz, 92 %, 64.28 W, Active
2026/09/22 11:55:43.766, 85, 1110 MHz, 91 %, 62.72 W, Active
2026/09/22 11:55:45.782, 85, 1065 MHz, 95 %, 64.66 W, Active
2026/09/22 11:55:47.798, 85, 1125 MHz, 82 %, 64.32 W, Active
2026/09/22 11:55:49.817, 85, 1125 MHz, 88 %, 64.45 W, Active
2026/09/22 11:55:51.840, 84, 630 MHz, 86 %, 48.37 W, Active
2026/09/22 11:55:53.858, 85, 1005 MHz, 92 %, 58.01 W, Active
2026/09/22 11:55:55.882, 83, 1005 MHz, 91 %, 42.00 W, Not Active
2026/09/22 11:55:57.918, 83, 1005 MHz, 95 %, 41.73 W, Not Active
2026/09/22 11:55:59.951, 83, 1005 MHz, 95 %, 41.75 W, Not Active
2026/09/22 11:56:01.980, 83, 1005 MHz, 93 %, 41.40 W, Not Active
2026/09/22 11:56:04.017, 83, 1830 MHz, 54 %, 50.10 W, Active
2026/09/22 11:56:06.033, 82, 1260 MHz, 25 %, 47.15 W, Not Active
2026/09/22 11:56:08.066, 83, 1365 MHz, 39 %, 58.74 W, Not Active
2026/09/22 11:56:10.104, 84, 1440 MHz, 40 %, 63.03 W, Not Active
2026/09/22 11:56:12.129, 84, 1440 MHz, 43 %, 61.53 W, Not Active
2026/09/22 11:56:14.165, 84, 915 MHz, 43 %, 55.53 W, Active
2026/09/22 11:56:16.178, 84, 1020 MHz, 43 %, 60.18 W, Active
2026/09/22 11:56:18.204, 85, 1455 MHz, 44 %, 65.40 W, Active
2026/09/22 11:56:20.227, 84, 1470 MHz, 46 %, 61.56 W, Active
2026/09/22 11:56:22.243, 84, 1440 MHz, 47 %, 61.03 W, Active
2026/09/22 11:56:24.264, 85, 1425 MHz, 47 %, 63.98 W, Active
2026/09/22 11:56:26.280, 85, 1500 MHz, 48 %, 69.12 W, Active
2026/09/22 11:56:28.311, 87, 1710 MHz, 58 %, 83.36 W, Not Active
2026/09/22 11:56:30.346, 85, 1440 MHz, 59 %, 61.75 W, Active
2026/09/22 11:56:32.366, 85, 1410 MHz, 58 %, 66.17 W, Active
2026/09/22 11:56:34.378, 83, 1350 MHz, 51 %, 52.95 W, Not Active
2026/09/22 11:56:36.408, 85, 1425 MHz, 46 %, 63.81 W, Active
