timestamp, temperature.gpu, clocks.current.graphics [MHz], utilization.gpu [%], power.draw [W], clocks_event_reasons.sw_thermal_slowdown
2026/09/20 03:08:19.958, 85, 450 MHz, 100 %, 67.03 W, Active
2026/09/20 03:08:21.972, 85, 1350 MHz, 100 %, 71.93 W, Not Active
2026/09/20 03:08:24.010, 87, 1620 MHz, 94 %, 96.89 W, Not Active
2026/09/20 03:08:26.031, 84, 1125 MHz, 100 %, 64.09 W, Active
2026/09/20 03:08:28.059, 84, 1080 MHz, 99 %, 59.90 W, Active
2026/09/20 03:08:30.077, 85, 1020 MHz, 98 %, 61.72 W, Active
2026/09/20 03:08:32.096, 85, 1065 MHz, 98 %, 61.30 W, Active
2026/09/20 03:08:34.117, 85, 1020 MHz, 100 %, 62.11 W, Active
2026/09/20 03:08:36.141, 85, 1020 MHz, 99 %, 62.21 W, Active
2026/09/20 03:08:38.164, 85, 1035 MHz, 99 %, 62.09 W, Active
2026/09/20 03:08:40.192, 85, 1020 MHz, 100 %, 62.17 W, Active
2026/09/20 03:08:42.207, 85, 1035 MHz, 99 %, 62.26 W, Active
2026/09/20 03:08:44.234, 85, 1020 MHz, 98 %, 61.96 W, Active
2026/09/20 03:08:46.256, 85, 1005 MHz, 100 %, 61.54 W, Active
2026/09/20 03:08:48.275, 85, 1020 MHz, 80 %, 61.74 W, Active
2026/09/20 03:08:50.288, 85, 1050 MHz, 91 %, 61.53 W, Active
2026/09/20 03:08:52.311, 85, 1200 MHz, 92 %, 60.38 W, Active
2026/09/20 03:08:54.331, 85, 1095 MHz, 84 %, 62.22 W, Active
2026/09/20 03:08:56.353, 85, 1050 MHz, 85 %, 61.20 W, Active
2026/09/20 03:08:58.368, 85, 1065 MHz, 91 %, 60.17 W, Active
2026/09/20 03:09:00.389, 85, 1005 MHz, 98 %, 60.90 W, Active
2026/09/20 03:09:02.411, 85, 990 MHz, 96 %, 61.29 W, Active
2026/09/20 03:09:04.420, 85, 1035 MHz, 98 %, 61.93 W, Active
2026/09/20 03:09:06.439, 85, 1005 MHz, 100 %, 60.72 W, Active
2026/09/20 03:09:08.462, 85, 1005 MHz, 97 %, 60.86 W, Active
2026/09/20 03:09:10.475, 85, 1035 MHz, 98 %, 60.53 W, Active
2026/09/20 03:09:12.489, 85, 990 MHz, 99 %, 62.10 W, Active
2026/09/20 03:09:14.504, 85, 1005 MHz, 97 %, 60.80 W, Active
2026/09/20 03:09:16.510, 85, 1005 MHz, 97 %, 60.94 W, Active
2026/09/20 03:09:18.522, 85, 1005 MHz, 99 %, 61.47 W, Active
2026/09/20 03:09:20.540, 85, 1020 MHz, 96 %, 60.43 W, Active
2026/09/20 03:09:22.563, 85, 1020 MHz, 97 %, 60.97 W, Active
2026/09/20 03:09:24.578, 85, 1050 MHz, 97 %, 59.43 W, Active
2026/09/20 03:09:26.602, 85, 1005 MHz, 97 %, 61.07 W, Active
2026/09/20 03:09:28.625, 85, 1005 MHz, 96 %, 61.14 W, Active
2026/09/20 03:09:30.643, 85, 1005 MHz, 100 %, 60.86 W, Active
2026/09/20 03:09:32.669, 85, 1005 MHz, 98 %, 60.62 W, Active
2026/09/20 03:09:34.694, 85, 990 MHz, 97 %, 61.25 W, Active
2026/09/20 03:09:36.714, 85, 1050 MHz, 92 %, 59.08 W, Active
2026/09/20 03:09:38.738, 85, 1050 MHz, 90 %, 61.96 W, Active
2026/09/20 03:09:40.762, 85, 1020 MHz, 89 %, 62.54 W, Active
2026/09/20 03:09:42.788, 85, 1020 MHz, 95 %, 60.62 W, Active
2026/09/20 03:09:44.806, 85, 1035 MHz, 98 %, 62.03 W, Active
2026/09/20 03:09:46.830, 85, 1020 MHz, 92 %, 61.52 W, Active
2026/09/20 03:09:48.849, 85, 1065 MHz, 89 %, 61.19 W, Active
2026/09/20 03:09:50.869, 85, 1125 MHz, 84 %, 61.15 W, Active
2026/09/20 03:09:52.885, 85, 1080 MHz, 84 %, 59.95 W, Active
2026/09/20 03:09:54.901, 85, 1080 MHz, 80 %, 61.56 W, Active
2026/09/20 03:09:56.916, 85, 1080 MHz, 83 %, 61.19 W, Active
2026/09/20 03:09:58.946, 85, 1065 MHz, 87 %, 61.71 W, Active
2026/09/20 03:10:00.966, 85, 1080 MHz, 86 %, 61.08 W, Active
2026/09/20 03:10:02.982, 85, 1095 MHz, 82 %, 61.14 W, Active
2026/09/20 03:10:04.996, 85, 1095 MHz, 83 %, 60.61 W, Active
2026/09/20 03:10:07.024, 86, 1230 MHz, 92 %, 67.19 W, Active
2026/09/20 03:10:09.057, 86, 1440 MHz, 92 %, 69.33 W, Active
2026/09/20 03:10:11.074, 87, 300 MHz, 81 %, 75.15 W, Active
2026/09/20 03:10:13.102, 87, 300 MHz, 92 %, 71.49 W, Active
2026/09/20 03:10:15.124, 84, 300 MHz, 95 %, 53.40 W, Active
2026/09/20 03:10:17.150, 85, 1050 MHz, 91 %, 63.35 W, Active
2026/09/20 03:10:19.169, 85, 1215 MHz, 93 %, 64.62 W, Active
2026/09/20 03:10:21.185, 84, 660 MHz, 94 %, 51.43 W, Not Active
2026/09/20 03:10:23.220, 84, 975 MHz, 94 %, 57.69 W, Active
2026/09/20 03:10:25.250, 84, 990 MHz, 90 %, 57.92 W, Active
2026/09/20 03:10:27.266, 84, 300 MHz, 96 %, 43.49 W, Active
2026/09/20 03:10:29.293, 84, 300 MHz, 97 %, 43.26 W, Active
2026/09/20 03:10:31.314, 85, 300 MHz, 95 %, 46.13 W, Active
2026/09/20 03:10:33.333, 85, 1080 MHz, 99 %, 63.21 W, Active
2026/09/20 03:10:35.353, 85, 600 MHz, 97 %, 69.08 W, Active
2026/09/20 03:10:37.369, 85, 1020 MHz, 94 %, 62.63 W, Active
2026/09/20 03:10:39.388, 84, 615 MHz, 90 %, 49.54 W, Active
2026/09/20 03:10:41.409, 84, 960 MHz, 98 %, 57.35 W, Active
2026/09/20 03:10:43.429, 84, 930 MHz, 94 %, 55.80 W, Active
2026/09/20 03:10:45.446, 83, 1005 MHz, 99 %, 45.81 W, Not Active
2026/09/20 03:10:47.479, 84, 705 MHz, 98 %, 49.67 W, Active
2026/09/20 03:10:49.489, 83, 300 MHz, 94 %, 42.12 W, Active
2026/09/20 03:10:51.505, 83, 1065 MHz, 99 %, 41.95 W, Not Active
2026/09/20 03:10:53.540, 83, 300 MHz, 97 %, 42.24 W, Active
2026/09/20 03:10:55.553, 85, 1050 MHz, 93 %, 63.86 W, Active
2026/09/20 03:10:57.567, 85, 300 MHz, 99 %, 46.29 W, Active
2026/09/20 03:10:59.595, 85, 300 MHz, 97 %, 43.24 W, Active
2026/09/20 03:11:01.607, 83, 1005 MHz, 87 %, 42.17 W, Not Active
2026/09/20 03:11:03.638, 85, 1095 MHz, 93 %, 64.75 W, Active
2026/09/20 03:11:05.661, 87, 1770 MHz, 95 %, 59.00 W, Not Active
2026/09/20 03:11:07.685, 85, 1305 MHz, 83 %, 55.94 W, Not Active
2026/09/20 03:11:09.717, 83, 300 MHz, 89 %, 42.65 W, Active
2026/09/20 03:11:11.738, 83, 300 MHz, 95 %, 41.57 W, Active
2026/09/20 03:11:13.755, 84, 840 MHz, 94 %, 54.42 W, Active
2026/09/20 03:11:15.774, 85, 1290 MHz, 92 %, 64.58 W, Active
2026/09/20 03:11:17.789, 84, 330 MHz, 94 %, 67.18 W, Active
2026/09/20 03:11:19.809, 85, 300 MHz, 96 %, 48.56 W, Active
2026/09/20 03:11:21.995, 86, 300 MHz, 95 %, 74.26 W, Active
2026/09/20 03:11:24.017, 84, 1035 MHz, 97 %, 50.58 W, Active
2026/09/20 03:11:26.039, 81, 375 MHz, 0 %, 30.67 W, Not Active
2026/09/20 03:11:28.069, 84, 1350 MHz, 39 %, 58.78 W, Not Active
2026/09/20 03:11:30.098, 85, 1440 MHz, 40 %, 62.82 W, Not Active
2026/09/20 03:11:32.131, 84, 345 MHz, 51 %, 59.30 W, Active
2026/09/20 03:11:34.150, 84, 1455 MHz, 41 %, 58.98 W, Not Active
2026/09/20 03:11:36.189, 84, 1500 MHz, 43 %, 59.74 W, Not Active
2026/09/20 03:11:38.213, 85, 1455 MHz, 46 %, 64.77 W, Active
2026/09/20 03:11:40.240, 85, 1485 MHz, 46 %, 66.00 W, Active
2026/09/20 03:11:42.266, 85, 1455 MHz, 47 %, 63.80 W, Active
2026/09/20 03:11:44.278, 85, 1530 MHz, 58 %, 63.58 W, Active
2026/09/20 03:11:46.302, 85, 1470 MHz, 47 %, 60.83 W, Active
2026/09/20 03:11:48.323, 86, 1695 MHz, 50 %, 68.54 W, Not Active
2026/09/20 03:11:50.347, 85, 1425 MHz, 71 %, 57.35 W, Active
2026/09/20 03:11:52.362, 84, 705 MHz, 73 %, 51.10 W, Active
2026/09/20 03:11:54.375, 84, 1245 MHz, 55 %, 54.72 W, Active
2026/09/20 03:11:56.402, 85, 1575 MHz, 55 %, 60.38 W, Not Active
2026/09/20 03:11:58.423, 84, 1560 MHz, 50 %, 63.03 W, Not Active
